458.01	110.03	1316	287.37	147.68	1282.7	643.29	173.98	1289.6	671.39	286.73	774.79	711.29	272.61	776.59	284.24	271.57	769.87	253.37	235.45	752.71	356.45	219.53	973.41	619.94	209.13	995.7	463.97	86.014	957.55	664.44	115.3	33.553	629.95	227.17	447.17	330.77	112.08	45.293	351.62	212.77	445.81
458.01	110.03	1316	287.37	147.68	1282.7	643.29	173.98	1289.6	671.39	286.73	774.79	711.29	272.61	776.59	284.24	271.57	769.87	253.37	235.45	752.71	356.45	219.53	973.41	619.94	209.13	995.7	463.97	86.014	957.55	664.44	115.3	33.553	629.95	227.17	447.17	330.77	112.08	45.293	351.62	212.77	445.81
458.37	109.27	1315.9	287.56	146.46	1282.4	643.34	173.08	1289.3	671.82	286.2	775.04	711.79	271.14	775.52	284.29	270.4	770.06	252.95	234	752.96	356.47	219.1	974.01	620.03	207.48	994.97	464.2	85.421	957.34	665.24	115.23	34.376	630.23	226.71	447.19	331.36	111.57	45.135	352.33	211.98	444.58
460.64	107.64	1316.6	287.66	145.6	1282.7	643.63	172.68	1289.6	671.86	285.49	774.53	712.05	271.29	776.14	284.3	269.25	770.03	253.39	232.75	752.5	356.83	218.04	973.42	620.18	207.67	995.76	464.31	85.234	956.73	665.01	115.18	34.317	629.99	226.36	446.85	330.65	111.83	45.856	352.09	211.2	444.56
460.69	106.79	1316.6	288	144.53	1282.5	643.78	171.82	1289.6	672.11	285.17	774.78	712.35	270.95	776.48	284.18	267.6	769.62	253.42	231.56	752.58	357.01	217.62	973.97	620.33	206.85	995.42	464.45	84.156	957.09	664.78	115.08	33.963	630.06	226.08	447.16	329.81	111.9	46.89	351.94	211.03	445.2
461.06	105.99	1316.5	288.03	143.7	1282.4	643.99	171.38	1289.5	672.56	284.6	774.86	712.62	270.49	776.25	284.29	266.78	769.82	252.89	230.39	752.83	356.75	216.54	973.95	620.39	207.1	996.3	464.68	83.502	957.38	665.44	114.96	34.821	630.12	225.72	446.89	329.64	111.94	46.801	351.86	210.47	445.2
461.46	105.3	1316.7	288.43	142.78	1282.4	644.12	170.69	1289.7	672.57	284.13	774.61	712.77	269.95	776.1	284.17	265.57	769.68	253.79	229.23	751.65	356.91	215.93	973.91	620.57	206.07	995.56	464.85	82.84	957.31	665.85	115.22	34.92	629.5	225.51	446.59	330.56	111.72	46.056	352.79	210.19	444.16
461.46	104.54	1316.6	288.57	141.62	1282.2	644.3	170.01	1289.5	672.83	283.99	774.83	713.08	270.36	777.08	284.08	264.3	769.37	253.22	228.32	752.02	356.83	215.23	974.21	620.7	205.47	995.56	465.12	82.291	957.2	664.87	115.11	33.927	630.57	225.3	447.24	330.76	111.58	45.757	352.56	210.13	445.1
461.65	103.74	1316.5	288.92	140.88	1282.2	644.44	169.59	1289.4	673.51	283.64	775.42	713.32	270.37	777.2	283.96	263.03	769.03	252.66	227.25	752.46	356.75	214.67	974.52	620.78	204.99	995.59	465.35	81.825	956.95	665.92	115.08	34.909	631.16	225.22	448.01	332.09	111.43	44.157	352.62	209.88	445.1
461.85	102.91	1316.6	288.95	139.93	1282.2	644.86	168.94	1289.7	672.86	283.35	774.95	713.27	269.49	776.42	283.76	262.15	769.04	253.57	226.28	751.5	357.36	214.09	974.22	620.93	205.12	996.1	465.66	81.518	956.52	665.52	114.86	34.313	630.47	225.14	447.6	331.38	111.67	44.476	352.16	209.79	445.89
