391.25	179.38	1307.1	213.35	219.33	1284.5	565.55	247.93	1232.3	433.56	355.91	712.2	465.04	396.81	723.17	139.38	201.41	769.95	99.702	167.35	764.21	0	0	0	509.21	106.59	968.63	337.95	41.933	967.07	578.18	232.11	237.03	587.4	415.74	611.62	316.57	121.68	40.568	297.1	206.61	442
391.25	179.38	1307.1	213.35	219.33	1284.5	565.55	247.93	1232.3	433.56	355.91	712.2	465.04	396.81	723.17	139.38	201.41	769.95	99.702	167.35	764.21	0	0	0	509.21	106.59	968.63	337.95	41.933	967.07	578.18	232.11	237.03	587.4	415.74	611.62	316.57	121.68	40.568	297.1	206.61	442
391.2	180.12	1307.1	213.19	219.88	1284.2	565.33	248.39	1231.4	429.41	360.73	715.79	461.91	397.49	722.84	136.66	199.56	770.16	97.552	165.62	764.48	0	0	0	508.25	105.89	968.72	337.22	41.899	966.9	576.65	234.88	239.3	587.28	416.54	615.02	316.85	121.63	40.556	296.69	205.53	441.35
391.16	180.3	1306.9	213.19	220.23	1284.1	564.81	249.13	1230.9	429.87	355.36	710.92	461.29	394.12	723.97	134.15	197.35	769.56	95.188	163.97	764.43	0	0	0	508.2	105.64	969.03	336.7	41.394	967.48	574.8	236.38	242.28	587.15	417.47	618.36	315.8	121.29	41.488	296.2	205.84	442.53
391.12	180.99	1306.3	212.97	220.47	1284.2	564.45	249.8	1230.5	428.12	355.05	710.58	457.17	394.45	724.1	131.85	196.85	771.05	92.095	162.55	765.81	0	0	0	507.5	105.58	968.64	336.41	41.492	967.28	573.04	237.65	244.17	586.89	418.2	620.46	317.3	121.13	38.93	295.19	204.27	441.8
391.01	180.78	1306.7	212.85	220.72	1284.2	564.26	250.53	1230.1	426.66	354.6	710.05	450.2	394.73	723.04	129.24	194.71	770.28	89.082	161.25	767.11	0	0	0	507.26	105.31	968.95	336.04	41.498	967.21	571.68	238.78	245.7	586.43	419	622.02	317.32	120.96	38.875	295.12	204.35	441.92
391.01	180.64	1306.7	212.82	220.76	1284.2	563.66	251.47	1229.6	425.02	353.96	709.93	447.19	394.66	723.58	127.35	194.14	771.55	87.367	159.88	767.03	0	0	0	507.19	105.36	968.96	335.87	41.189	967.6	570.91	239.73	246.85	586.38	419.49	623.85	315.22	120.96	41.394	294.41	203.75	442.13
390.96	181.03	1306.8	212.54	220.84	1284.4	563.33	252.28	1229.4	422.84	353.05	710.31	444.23	394.16	723.61	125.12	193.15	771.52	85.029	158.75	768.02	0	0	0	506.95	105.58	968.91	335.82	41.089	967.75	569.77	239.96	248	586.42	419.64	624.96	315.73	121	40.529	293.79	203.17	442.23
390.81	180.97	1307	212.46	220.58	1284.3	562.62	253.07	1229.1	421.86	351.84	709.5	442.61	393.78	722.45	123.12	191.71	771.67	83.797	157.74	767.56	0	0	0	506.57	105.87	968.62	335.79	41.409	967.54	568.89	240.33	247.58	585.92	420.27	624.45	316.29	121.03	40.081	293.4	202.51	441.66
390.91	180.33	1307.5	212.16	220.18	1284.5	562.14	253.89	1229	419.86	350.32	709.76	440.89	392.84	721.82	121.26	191.2	771.97	81.66	156.98	768.89	0	0	0	506.7	106.23	969.05	335.94	41.03	968.05	567.69	240.71	246.12	585.81	419.98	623.65	315.88	121.05	40.879	294.18	202.64	441.64
390.84	179.95	1307.8	211.94	219.66	1284.4	561.46	254.5	1228.8	418.09	348.38	709.93	439.14	396.66	722.04	119.41	190.47	772.32	79.738	156.13	769.48	0	0	0	506.81	106.57	969.34	336.15	41.184	968	567.79	239.94	246.34	585.85	420.21	623.13	316.97	120.94	38.946	293.6	202.85	442.15
